pupal_treatment,emergence_date,sex,adultID,weight,mateID,treatment_combination,clutchID,notes,age,age_at_photo,uploaded,dead,green_eggs,orange_eggs,clutch_size,eggs_photographed,clutch_code,cg,prev_tray,new_tray,
mean,12/11/2025,M,WARM.WTH.138_P6_M,,WARM.WTH.103_P7_M,,W.M.261,,DONE,6,,,,,,,,,,,
mean,12/11/2025,M,F7.COOL.HOT_P7_M,,HOT.GLF.16_P8_M,,H.M.337,,DONE,6,,,,,,,,,,,
mean,12/11/2025,M,MEAN.WTH.145_P2_M,,MEAN.WTH.53_P3_M,,M.M.247,,DONE,6,,,,,,,,,,,
mean,12/11/2025,F,CTRL.WTH.151_P4_M,0.0321,CTRL.WTH.153_P5_M,,A.M.335,,DONE,6,,,2,92,94,DONE,5105,Y,1D13,1E2,
mean,12/11/2025,F,WARM.WTH.121_P2_M,0.0281,,WM,W.M.336,,DONE,6,,dead,,,,,,,,,
mean,12/11/2025,F,HOT.GLF.16_P8_M,0.0239,F7.COOL.HOT_P7_M,,H.M.337,,DONE,6,,,44,95,139,DONE,5265,Y,1C6,5E4,
mean,12/11/2025,F,COOL.MCH.7_P1_M,0.0152,COOL.WTH.92_P2_M,,C.M.338,,DONE,6,,,30,0,30,eggs too shrivelled/dried out,4351,,,,
mean,12/11/2025,F,HOT.WTH.106_P3_M,0.0352,HOT.GLF.16_P2_M,,H.M.339,,DONE,6,,,0,195,195,DONE,8515,Y,1C5,2A8,
warm,12/11/2025,M,WARM.WTH.47_P1_W,,WARM.WTH.43_P3_W,,W.W.308,,DONE,6,,,,,,,,,,,
warm,12/11/2025,M,F6.MEAN.WARM_P1_W,,F2.COOL.WARM_P1_W,,C.W.W.342,,DONE,6,,,,,,,,,,,
warm,12/11/2025,M,HOT.WTH.47_P1_W,,HOT.WTH.49_P7_W,,H.W.357,,68,,,,,,,,,,,,
warm,12/11/2025,M,MEAN.WTH.64_P2_W,,MEAN.WTH.153_P1_W,,M.W.300,,DONE,6,,,,,,,,,,,
warm,12/11/2025,F,F7.COOL.HOT_P2_W,0.0243,F6.CTRL.HOT_P1_W,,C.H.W.340,,DONE,6,,,0,90,90,N/A,5070,Y,4B13,4A14,
warm,12/11/2025,F,HOT.WTH.152_P1_W,0.0256,HOT.WTH.89_P3_W,,H.W.341,,68,,,,9,28,37,DONE,3449,,,,
warm,12/11/2025,F,F2.COOL.WARM_P1_W,0.0326,F6.MEAN.COOL_P1_W,,C.W.W.342,,DONE,6,,,0,264,264,,,Y,4B8,3C10,
cool,12/11/2025,M,WARM.WTH.127_P3_C,,,WC,,,DONE,6,,dead,,,,,,,,,
cool,12/11/2025,M,WARM.WTH.114_P4_C,,WARM.WTH.160_P3_C,WC,W.C.490,,DONE,6,,,,,,,,,,,
cool,12/11/2025,M,WARM.WTH.157_P5_C,,,WC,,,DONE,6,,dead,,,,,,,,,
cool,12/11/2025,F,CTRL.WTH.47_P3_C,0.0177,,AC,A.C.343,,DONE,6,,,,,,,,,,,
cool,12/11/2025,F,MEAN.WTH.139_P1_C,0.0094,,MC,M.C.344,,DONE,6,,dead,,,,,,,,,
cool,12/11/2025,F,CTRL.WTH.103_P5_C,0.0305,,AC,A.C.345,,DONE,6,,,,,,,,,,,
cool,12/11/2025,F,HOT.WTH.164_P4_C,0.0245,HOT.WTH.161_P1_C,,H.C.346,,DONE,6,,,88,0,88,DONE,2232,,,,
cool,12/11/2025,F,CTRL.WTH.153_P9_C,0.0301,,AC,A.C.347,,DONE,6,,dead,,,,,,,,,
cool,12/11/2025,F,WARM.WTH.148_P2_C,0.0286,WARM.WTH.96_P4_C,,W.C.348,,DONE,6,,,24,182,206,DONE,2672,Y,,6A15,
cool,12/11/2025,F,HOT.WTH.96_P6_C,0.027,F5.CTRL.HOT_P15_C,,H.C.349,,DONE,6,,,14,0,14,DONE,4466,N,,,
hot,12/11/2025,M,MEAN.WTH.118_P3_H,,MEAN.WTH.96_P1_H,,M.H.271,wings closed,DONE,5,,,,,,,,,,,
hot,12/11/2025,M,CTRL.WTH.160_P4_H,,CTRL.WTH.43_P1_H,,A.H.328,,DONE,5,,,,,,,,,,,
hot,12/11/2025,M,COOL.WTH.139_P1_H,,,CH,,dead,DONE,5,,dead,,,,,,,,,
hot,12/11/2025,M,HOT.WTH.89_P1_H,,,HH,,,DONE,5,,dead,,,,,,,,,
hot,12/11/2025,M,HOT.WTH.74_P1_H,,,HH,,,DONE,5,,dead,,,,,,,,,
hot,12/11/2025,M,COOL.WTH.106_P1_H,,COOL.ART.3_P1_H,,C.H.465,,DONE,5,,,,,,,,,,,
hot,12/11/2025,M,MEAN.WTH.157_P1_H,,MEAN.WTH.22_P1_H,,M.H.238,,DONE,5,,,,,,,,,,,
hot,12/11/2025,M,CTRL.WTH.179_P4_H,,CTRL.WTH.53_P3_H,,A.H.331,,DONE,5,,,,,,,,,,,
hot,12/11/2025,F,MEAN.MUN.1_P2_H,0.0153,CTRL.BLG.15_P2_H,,M.H.350,,DONE,5,,,0,91,91,DONE,5356,Y,3C10,5C8,
hot,12/11/2025,F,HOT.WTH.168_P1_H,0.033,HOT.WTH.22_P8_H,,H.H.351,,DONE,5,,,1,249,250,DONE,3588,Y,3C14,3C15,
hot,12/11/2025,F,WARM.WTH.158_P4_H,0.0219,WARM.WTH.42_P1_H,,W.H.352,,DONE,5,,,0,92,92,DONE,7469,Y,3C16,1C2,
hot,12/11/2025,F,WARM.WTH.130_P4_H,0.0291,WARM.WTH.117_P1_H,,W.H.353,,DONE,5,,,134,0,134,DONE,6193,,,,
hot,12/11/2025,F,WARM.WTH.164_P7_H,0.0153,WARM.WTH.159_P4_H,,W.H.354,side of the pot,DONE,5,,,2,31,33,DONE,61931,Y,3D9,2C13,
hot,12/11/2025,F,F1.COOL.WARM_P10_H,0.0414,WARM.WTH.70_P3_H,,C.W.H.355,,DONE,5,,,0,119,119,N/A - SIENNA FEMALE,3329,Y,3D16,3C11,
warm,12/12/2025,F,WARM.WTH.121_P5_W,0.0269,WARM.WTH.159_P2_W,,W.W.356,,DONE,6,,,0,161,161,DONE,2608,Y,4C6,6A1,
warm,12/12/2025,M,WARM.WTH.159_P2_W,,WARM.WTH.121_P5_W,,W.W.356,,DONE,6,,,,,,,,,,,
warm,12/13/2025,F,HOT.WTH.49_P7_W,0.0294,HOT.WTH.47_P1_W,,H.W.357,,66,,,,214,0,214,TOO SHRIVELLED,4338,,,,
warm,12/13/2025,F,WARM.WTH.22_P9_W,0.0257,WARM.WTH.114_P8_W,,W.W.358,,DONE,5,,,2,174,176,DONE,7006,Y,4C9,5A12,
warm,12/13/2025,M,WARM.WTH.114_P8_W,,WARM.WTH.22_P9_W,,W.W.358,,DONE,5,,,,,,,,,,,
warm,12/13/2025,F,COOL.WTH.111_P1_W,0.0128,COOL.WTH.104_P1_W,,C.W.359,,66,,,,0,75,75,DONE,6381,Y,4A13,5E3,
warm,12/13/2025,F,WARM.WTH.150_P4_W,0.0139,WARM.WTH.142_142_W,,W.W.360,,DONE,5,,,0,28,28,DONE,2759,,,,
warm,12/13/2025,M,WARM.WTH.142_142_W,,WARM.WTH.150_P4_W,,W.W.360,,DONE,5,,,,,,,,,,,
warm,12/13/2025,F,WARM.WTH.74_P4_W,0.02,WARM.WTH.138_P5_W,,W.W.361,,DONE,5,,,0,86,86,DONE,9756,Y,4B14,4C13,
warm,12/13/2025,M,WARM.WTH.138_P5_W,,WARM.WTH.74_P4_W,,W.W.361,,DONE,5,,,,,,,,,,,
warm,12/13/2025,F,F3.MEAN.MEAN_P1_W,0.0057,,MMW,M.M.W.362,,DONE,5,,dead,,,,,,,,,
warm,12/13/2025,F,WARM.WTH.23_P5_W,0.0305,WARM.BLG.15_P7_W,,W.W.363,,66,,,,2,145,147,DONE,6338,Y,5B16,1C14,
warm,12/13/2025,F,F3.CTRL.COOL_P1_W,0.011,,ACW,A.C.W.364,,DONE,12,,dead,,,,,,,,,
warm,12/13/2025,F,F7.COOL.HOT_P3_W,0.0259,,CHW,C.H.W.365,,DONE,12,,dead,,,,,,,,,
warm,12/13/2025,F,HOT.WTH.162_P6_W,0.0293,HOT.WTH.106_P2_W,,H.W.366,,DONE,5,,,0,248,248,DONE,7839,Y,4B10,2A9,
warm,12/13/2025,M,HOT.WTH.106_P2_W,,HOT.WTH.162_P6_W,,H.W.366,,DONE,5,,,,,,,,,,,
warm,12/13/2025,F,HOT.WTH.167_P4_W,0.0238,,HW,H.W.367,,DONE,5,,dead,,,,,,,,,
warm,12/13/2025,F,WARM.WTH.64_P3_W,0.0211,WARM.WTH.103_P8_W,,W.W.368,,DONE,5,,,20,0,20,DONE,4423,,,,
warm,12/13/2025,F,F5.CTRL.WARM_P2_W,0.0196,,AWW,A.W.W.369,,DONE,5,,dead,,,,,,,,,
warm,12/13/2025,F,WARM.WTH.139_P2_W,0.0298,,WW,W.W.370,,DONE,5,,dead,,,,,,,,,
warm,12/13/2025,F,F4.COOL.CTRL_P1_W,0.034,,CAW,C.A.W.371,,DONE,5,,dead,,,,,,,,,
warm,12/13/2025,F,WARM.WTH.160_P2_W,0.0186,,WW,W.W.372,,DONE,5,,dead,,,,,,,,,
warm,12/13/2025,F,F3.CTRL.HOT_P12_W,0.0232,,AHW,A.H.W.373,,DONE,5,,dead,,,,,,,,,
warm,12/13/2025,M,WARM.MUN.1_P3_W,,WARM.WTH.84_P3_W,,W.W.410,,66,,,,,,,,,,,,
warm,12/13/2025,M,CTRL.GLF.16_P2_W,,CTRL.WTH.64_P2_W,,A.W.408,deformed wings,66,,,,,,,,,,,,
warm,12/13/2025,M,F5.COOL.COOL_P1_W,,,CCW ,,,DONE,12,,dead,,,,,,,,,
warm,12/13/2025,M,CTRL.WTH.162_P1_W,,CTRL.WTH.64_P6_W,,A.W.311,,DONE,4,,,,,,,,,,,
warm,12/13/2025,M,HOT.GLF.16_P3_W,,HOT.WTH.102_P1_1,,H.W.416,,66,,,,,,,,,,,,
cool,12/13/2025,F,WARM.BLG.15_P1_C,0.0162,WARM.WTH.70_P5_C,,W.C.374,,DONE,4,,,49,0,49,DONE,6085,,,,
cool,12/13/2025,F,CTRL.WTH.130_P5_C,0.0299,CTRL.WTH.98_P3_C,,A.C.375,,DONE,4,,,211,0,211,DONE,5547,,RECOUNT NEXT WEEK - N TURNED ORANGE,,
cool,12/13/2025,M,CTRL.WTH.98_P3_C,,CTRL.WTH.130_P5_C,,A.C.375,wing close,DONE,4,,,,,,,,,,,
cool,12/13/2025,F,HOT.WTH.64_P8_C,0.0283,HOT.WTH.102_P5_C,,H.C.376,too active ,66,,,,0,0,0,,,,,,
cool,12/13/2025,F,WARM.WTH.92_P1_C,0.0301,WARM.WTH.121_P4_C,,W.C.377,,DONE,4,,,0,0,0,,,,,,
cool,12/13/2025,M,HOT.BLG.15_P4_C,,HOT.WTH.130_P2_C,,H.C.455,,DONE,4,,,,,,,,,,,
cool,12/13/2025,M,WARM.WTH.49_P7_C,,WARM.WTH.103_P1_C,,W.C.452,,DONE,4,,,,,,,,,,,
hot,12/13/2025,F,HOT.WTH.162_P5_H,0.0295,HOT.WTH.153_P3_H,,H.H.378,,DONE,3,,,1,139,140,DONE,2947,Y,3D12,5A3,
hot,12/13/2025,F,WARM.MUN.1_P1_H,0.0247,,WH,W.H.379,,DONE,12,,dead,,,,,,,,,
hot,12/13/2025,F,WARM.WTH.104_P3_H,0.0222,WARM.WTH.98_P3_H,,W.H.380,,DONE,3,,,3,135,138,DONE,6698,Y,3D14,2E3,
hot,12/13/2025,F,HOT.GLF.16_P7_H,0.0207,HOT.GLF.5.P6_H,,H.H.381,,DONE,3,,,0,180,180,DONE,2959,Y,3D7,6A5,
hot,12/13/2025,F,CTRL.GLF.16_P10_H,0.0205,CTRL.GLF.5_P3_H,,A.H.382,,DONE,3,,,45,18,63,DONE,1645,,,,
hot,12/13/2025,F,CTRL.WTH.64_P4_H,0.0291,CTRL.WTH.114_P5_H,,A.H.383,,DONE,3,,,0,127,127,DONE,2059,Y,3C13,2A1,
hot,12/13/2025,M,CTRL.WTH.114_P5_H,,CTRL.WTH.64_P4_H,,A.H.383,,DONE,3,,,,,,,,,,,
hot,12/13/2025,F,WARM.WTH.130_P1_H,0.0304,WARM.WTH.123_P4_H,,W.H.384,,DONE,3,,,32,0,32,DONE,4126,,,,
hot,12/13/2025,F,F4.CTRL.HOT_P3_H,0.0277,F5.CTRL.HOT.P13_H,,A.H.385,,DONE,3,,,62,154,216,DONE,2263,Y,3C11,2A5,
hot,12/13/2025,F,MEAN.WTH.130_P3_H,0.0066,,,M.H.386,,DONE,3,,dead,,,,,,,,,
hot,12/13/2025,F,HOT.WTH.60_P10_H,0.0279,HOT.WTH.159_P3_H,,H.H.387,,DONE,3,,,2,232,234,DONE,5083,Y,3C9,2C10,
hot,12/13/2025,F,WARM.WTH.78_P7_H,0.0268,WARM.WTH.139_P1_H,,W.H.388,,DONE,3,,,3,73,76,DONE,4081,Y,3D4,1A4,
hot,12/13/2025,F,WARM.WTH.103_P5_H,0.0256,WARM.WTH.167_P4_H,,W.H.389,,DONE,3,,,2,69,71,DONE,4493,Y,3D6,3A5,
hot,12/13/2025,M,WARM.WTH.167_P4_H,,WARM.WTH.103_P5_H,,W.H.389,,DONE,3,,,,,,,,,,,
hot,12/13/2025,F,WARM.WTH.153_P3_H,0.0198,WARM.WTH.153_P5_H,,W.H.390,,DONE,3,,,162,1,163,DONE,6731,,,,
hot,12/13/2025,M,WARM.WTH.153_P5_H,,WARM.WTH.153_P3_H,,W.H.390,,DONE,3,,,,,,,,,,,
hot,12/13/2025,F,WARM.WTH.102_P6_H,0.0176,WARM.WTH.41_P5_H,,W.H.391,,DONE,3,,,8,63,71,DONE,2203,Y,3C15,2A3,
hot,12/13/2025,M,WARM.WTH.41_P5_H,,WARM.WTH.102_P6_H,,W.H.391,,DONE,3,,,,,,,,,,,
hot,12/13/2025,M,WARM.BLG.15_P2_H,,WARM.GLF.5_P1_H,,W.H.468,,DONE,12,,dead,,,,,,,,,
hot,12/13/2025,M,COOL.WTH.121_P2_H,,COOL.WTH.161_P2_H,,C.H.466,,66,,,dead,,,,,,,,,
ambient,12/13/2025,M,F5.CTRL.WARM_P7_H,,F1.HOT.WARM_P7_A,AWA,H.W.A.281,,66,,,,,,,,,,,,
mean,12/13/2025,F,WARM.WTH.114_P6_M,0.0197,WARM.WTH.103_P6_M,,W.M.392,,DONE,4,,,3,166,169,DONE,5373,Y,1C7,5C6,
mean,12/13/2025,M,WARM.WTH.103_P6_M,,WARM.WTH.114_P6_M,,W.M.392,,DONE,4,,,,,,,,,,,
mean,12/13/2025,F,WARM.WTH.157_P6_M,0.0165,,WM,W.M.393,,DONE,4,,dead,,,,,,,,,
mean,12/13/2025,M,MEAN.WTH.44_P9_M,,,MM,,,DONE,4,,dead,,,,,,,,,
mean,12/13/2025,M,CTRL.BLG.15_P3_M,,CTRL.WTH.74_P7_M,,A.M.484,,DONE,4,,,,,,,,,,,
mean,12/13/2025,M,WARM.GLF.16_P1_M,,WARM.ART.3_P1_M,,W.M.451,wing partially closed,DONE,4,,,,,,,,,,,
mean,12/13/2025,M,HOT.WTH.49_P5_M,,HOT.WTH.160_P2_M,,H.M.396,close wing ,DONE,4,,,,,,,,,,,
mean,12/13/2025,M,MEAN.WTH.102_P1_M,,MEAN.WTH.151_P1_M,,M.M.394,,DONE,4,,,,,,,,,,,
mean,12/15/2025,F,MEAN.WTH.151_P1_M,0.0146,MEAN.WTH.102_P1_M,,M.M.394,,DONE,2,,,5,77,82,DONE,9432,Y,1C4,5A7,
mean,12/15/2025,F,CTRL.WTH.49_P7_M,0.0282,CTRL.WTH.176_P1_M,,A.M.395,,DONE,2,,,29,218,247,DONE,5119,Y,1B14,3E9,
mean,12/15/2025,F,HOT.WTH.160_P2_M,0.0257,HOT.WTH.49_P5_M,,H.M.396,,DONE,2,,,0,119,119,DONE,7822,Y,1C8,1E9,
mean,12/15/2025,F,COOL.WTH.110_P1_M,0.0106,COOL.WTH.17_P1_M,,C.M.397,,DONE,10,,,31,0,31,DONE,8726,,,,
hot,12/15/2025,F,HOT.WTH.154_P7_H,0.032,HOT.WTH.145_P3_H,,H.H.398,,DONE,1,,,0,11,11,DONE,9123,,,,
hot,12/15/2025,F,HOT.WTH.152_P4_H,0.0283,HOT.WTH.150_P1_H,,H.H.399,,DONE,1,,,4,159,163,DONE,3084,Y,3D8,6A9,
hot,12/15/2025,F,WARM.WTH.170_P4_H,0.0164,WARM.WTH.161_P2_H,,W.H.400,,64,,,,0,0,0,,,,,,
hot,12/15/2025,M,WARM.WTH.161_P2_H,,WARM.WTH.170_P4_H,,W.H.400,,64,,,,,,,,,,,,
hot,12/15/2025,F,F3.CTRL.HOT_P11_H,0.0192,F5.CTRL.HOT_P4_H,,A.H.H.401,,DONE,1,,,1,143,144,,,Y,3D2,3A12,
hot,12/15/2025,F,WARM.WTH.74_P7_H,0.0151,,WH,W.H.402,,DONE,10,,dead,,,,,,,,,
hot,12/15/2025,F,CTRL.WTH.145_P4_H,0.0304,CTRL.WTH.160_P1_H,,A.H.403,,64,,,,115,0,115,DONE,6422,,,,
hot,12/15/2025,F,MEAN.WTH.168_P1_H,0.0138,MEAN.WTH.70_P4_H,,M.H.404,,64,,,,0,78,78,DONE,2742,Y,3C8,2A11,
hot,12/15/2025,M,MEAN.WTH.70_P4_H,,MEAN.WTH.168_P1_H,,M.H.404,,64,,,,,,,,,,,,
hot,12/15/2025,F,WARM.WTH.154_P3_H,0.0248,,WH,W.H.405,,DONE,10,,dead,,,,,,,,,
hot,12/15/2025,F,F7.COOL.HOT_P8_H,0.022,,CHH,C.H.H.406,,DONE,10,,dead,,,,,,,,,
hot,12/15/2025,M,F3.CTRL.WARM_P1_H,,,AWH,,,64,,,dead,,,,,,,,,
hot,12/15/2025,M,CTRL.BLG_15_P1_H,,CTRL.WTH.44_P3_H,,A.H.194,,64,,,,,,,,,,,,
ambient,12/15/2025,F,HOT.WTH.39_P5_A ,0.0322,HOT.WTH.13_P3_A,,H.A.407,,DONE,0,,,17,214,231,DONE,4983,Y,5A12,2E7,
warm,12/15/2025,F,CTRL.WTH.64_P2_W,0.0247,CTRL.GLF.16_P2_W,,A.W.408,,64,,,,46,0,46,DONE,8879,,,,
warm,12/15/2025,F,WARM.WTH.102_P1_W,0.0196,,WW,W.W.409,,DONE,10,,dead,,,,,,,,,
warm,12/15/2025,F,WARM.WTH.84_P3_W,0.0185,WARM.MUN.1_P3_W,,W.W.410,,64,,,,0,19,19,DONE,6790,,,,
warm,12/15/2025,F,F2.WARM.WARM_P8_W,0.0087,,WWW,W.W.W.411,,DONE,10,,dead,,,,,,,,,
warm,12/15/2025,F,CTRL.WTH.138_P5_W,0.00247,,AW,A.W.412,,DONE,10,,dead,,,,,,,,,
warm,12/15/2025,F,HOT.MUN.1_P2_W,0.0413,HOT.BLG.15_P6_W,,H.W.413,,64,,,,5,38,43,DONE,9569,Y,4C10,2E13,
warm,12/15/2025,F,HOT.WTH.48_P3_W,0.0236,HOT.WTH.155_P3_W,,H.W.414,,64,,,,31,123,154,DONE,1548,Y,4C12,5C5,
warm,12/15/2025,M,HOT.WTH.155_P3_W,,HOT.WTH.48_P3_W,,H.W.414,,64,,,,,,,,,,,,
warm,12/15/2025,F,CTRL.WTH.179_P1_W,0.0225,,AW,A.W.415,,DONE,10,,dead,,,,,,,,,
warm,12/15/2025,F,HOT.WTH.102_P1_W,0.0409,HOT.GLF.16_P3_W,,H.W.416,,64,,,,0,0,0,,,,,,
cool,12/15/2025,F,MEAN.WTH.142_P2_C,0.0067,,MC,M.C.417,,DONE,12,,dead,,,,,,,,,
cool,12/15/2025,F,F7.COOL.WARM_P1_C,0.0151,F1.COOL.WARM_P6_C,,C.W.C.418,,64,,,,86,0,86,,,,,3A8,
cool,12/15/2025,M,WARM.WTH.70_P5_C,,WARM.BLG.15_P1_C,,W.C.374,,64,,,,,,,,,,,,
cool,12/15/2025,M,F4.CTRL.WARM_P4,,,AWC,,,64,,,dead,,,,,,,,,
cool,12/17/2025,F,HOT.WTH.152_P6_C,0.0292,HOT.WTH.160_P5_C,,H.C.419,,62,,,,71,0,71,DONE,6734,,,,"1A,1B,2A"
cool,12/17/2025,F,HOT.WTH.42_P1_C,0.0371,HOT.WTH.145_P4_C,,H.C.420,,62,,,,90,160,250,DONE,3095,Y,,6A16,
cool,12/17/2025,F,CTRL.WTH.74_P1_C,0.0314,CTRL.WTH.162_P5_C,,A.C.421,,62,,,,18,0,18,DONE,5488,,,,
cool,12/17/2025,F,CTRL.WTH.106_P1_C,0.0268,,AC,A.C.422,,DONE,10,,dead,,,,,,,,,
cool,12/17/2025,F,CTRL.WTH.159_P2_C,0.0276,,AC,A.C.423,,DONE,10,,alive,,,,,,,,,
cool,12/17/2025,F,CTRL.WTH.148_P4_C,0.0313,,AC,A.C.424,,DONE,10,,alive,,,,,,,,,
cool,12/17/2025,F,WARM.WTH.114_P7_C,0.0177,WARM.WTH.139_P3_C,,W.C.425,,62,,,,107,0,107,DONE,9994,,,,"1A,1B,2A"
cool,12/17/2025,F,WARM.WTH.164_P1_C,0.0202,WARM.WTH.25_P9_C,,W.C.426,,62,,,,alive,,0,ALIVE,5765,,,,
cool,12/17/2025,F,F1.HOT.WARM_P3_C,0.0218,,HWC,H.W.C.427,,62,,,dead,,,,,,,,,
cool,12/17/2025,F,MEAN.WTH.29_P2_C,0.0137,MEAN.WTH.106_P1_C,,M.C.428,,DONE,20,,,27,0,27,DONE,6308,,,,
cool,12/17/2025,F,F4.CTRL.COOL_P1_C,0.0094,,ACC,A.C.C.429,,DONE,10,,dead,,,,,,,,,
cool,12/17/2025,F,HOT.WTH.74_P3_C,0.0284,HOT.WTH.162_P4_C,,H.C.430,,62,,,,142,0,142,DONE,9137,,,3A9,
cool,12/17/2025,F,F6.CTRL.MEAN_P1_C,0.0095,F3.CTRL.MEAN_P3_C,,A.M.C.431,,62,,,,6,0,6,,,,,,
cool,12/17/2025,F,MEAN.WTH.25_P2_C,0.0117,MEAN.WTH.167_P1_C,MC,M.C.432,,DONE,10,,,27,0,27,DONE,9502,,,,
cool,12/17/2025,M,WARM.WTH.123_P1_C,,WARM.WTH.102_P7_C,,W.C.472,,DONE,20,,,,,,,,,,,
cool,12/17/2025,M,WARM.WTH.138_P4_C,,WARM.WTH.148_P1_C,,W.C.460,,DONE,20,,,,,,,,,,,
cool,12/17/2025,M,WARM.WTH.167_P1_C,,WARM.WTH.160_P5_C,,W.C.474,,DONE,20,,,,,,,,,,,
cool,12/17/2025,M,WARM.EDI.12_P1_C,,WARM.WTH.159_P1_C,,W.C.459,,DONE,20,,,,,,,,,,,
hot,12/17/2025,F,WARM.WTH.110_P4_H,0.0188,,WH,W.H.433,,DONE,8,,dead,,,,,,,,,
hot,12/17/2025,M,CTRL.WTH.160_P1_H,,CTRL.WTH.145_P4_H,,A.H.403,,DONE,8,,,,,,,,,,,
hot,12/17/2025,M,F2.HOT.COOL_P1_H,,F2.HOT.COOL_P2_H,,H.C.H.470,,DONE,8,,dead,,,,,,,,,
hot,12/17/2025,M,HOT.BLG.15_P1_H,,,HH,,,62,,,dead,,,,,,,,,
hot,12/17/2025,M,F6.MEAN.COOL_P2_H,,F3.MEAN.COOL_P3_H,,M.C.H.445,,DONE,8,,,,,,,,,,,
warm,12/17/2025,F,WARM.WTH.103_P3_W,0.0365,,WW,W.W.434,,DONE,8,,dead,,,,,,,,,
warm,12/17/2025,F,WARM.WTH.160_P8_W,0.027,,WW,W.W.435,,DONE,8,,dead,,,,,,,,,
warm,12/17/2025,F,HOT.WTH.160_P4_W,0.0254,,HW,H.W.436,,DONE,8,,dead,,,,,,,,,
warm,12/17/2025,M,WARM.BLG.15_P7_W,,WARM.WTH.23_P5_W,WW,W.W.363,,62,,,,,,,,,,,,
mean,12/17/2025,F,F1.HOT.WARM_P2_M,0.0246,,HWM,H.W.M.437,,DONE,12,,dead ,,,,,,,,,
mean,12/17/2025,F,WARM.WTH.130_P6_M,0.0204,,WM,W.M.438,,DONE,12,,dead,,,,,7332,,,,
mean,12/17/2025,F,CTRL.GLF.16_P4_M,0.0211,CTRL.WTH.121_P3_M,AM,A.M.439,,62,,,,44,0,44,DONE,2441,,,,
mean,12/17/2025,F,COOL.WTH.123_P2_M,0.0133,,CM,C.M.440,,DONE,12,,dead,,,,,,,,,
mean,12/17/2025,F,CTRL.WTH.155_P3_M,0.0297,CTRL.WTH.13_P1_M,AM,A.M.441,,62,,,,57,0,57,DONE,6501,,,,
mean,12/17/2025,M,F5.CTRL.MEAN_P1_M,,MEAN.WTH.162_P4_M,AMM,M.M.499,,DONE,12,,,,,,,,,,,
mean,12/17/2025,M,F5.CTRL.COOL_P1_M,,,ACM,,,62,,,dead,,,,,,,,,
hot,12/19/2025,F,F2.WARM.MEAN_P1_H,0.0119,,WMH,W.M.H.442,,60,,,dead,,,,,,,,,
hot,12/19/2025,F,F4.WARM.COOL_P1_H,0.0173,,WCH,W.C.H.443,,DONE,6,,dead,,,,,,,,,
hot,12/19/2025,F,CTRL.WTH.153_P3_H,0.0273,CTRL.WTH.157_P5_H,AH,A.H.444,,60,,,dead ,18,250,268,DONE,3085,Y,2E9,5C9,
hot,12/19/2025,M,CTRL.WTH.157_P5_H,,CTRL.WTH.153_P3_H,AH,A.H.444,,60,,,dead ,,,,,,,,,
hot,12/19/2025,F,F3.MEAN.COOL_P3_H,0.0072,F6.MEAN.COOL_P2_H,MCH,M.C.H.445,,60,,,dead ,4,7,11,,,,,,
hot,12/19/2025,F,COOL.WTH.98_P3_H,0.0098,COOL.WTH.157_P2_H,CH,C.H.446,,60,,,dead ,6,0,6,DONE,1318,,,,
hot,12/19/2025,M,CTRL.GLF.5_P3_H,,CTRL.GLF.16_P10_H,AH,A.H.382,,60,,,dead ,,,,,,,,,
warm,12/19/2025,F,WARM.WTH.130_P8_W,0.0342,,WW,W.W.447,,DONE,6,,dead,,,,,,,,,
warm,12/19/2025,F,HOT.WTH.162_P10_W,0.0255,,HW,H.W.448,,DONE,6,,dead,,,,,,,,,
warm,12/19/2025,F,CTRL.GLF.16_P6_W,0.0183,,AW,A.W.449,,DONE,6,,dead,,,,,,,,,
warm,12/19/2025,M,COOL.WTH.104_P1_W,,COOL.WTH.111_P1_W,CW,C.W.359,,DONE,18,,,,,,,,,,,
mean,12/19/2025,F,COOL.WTH.16_P1_M,0.0103,COOL.MUN.1_P2_M,CM,C.M.450,,DONE,10,,,9,0,9,DONE,3893,,,,
mean,12/19/2025,F,WARM.ART.3_P1_M,0.0127,WARM.GLF.16_P1_M,WM,W.M.451,,DONE,18,,,6,0,6,DONE,8569,,,,
cool,12/19/2025,F,WARM.WTH.103_P1_C,0.0302,WARM.WTH.49_P7_C,WC,W.C.452,,DONE,18,,,36,216,216,DONE,2665,Y,,6A13,
cool,12/19/2025,F,CTRL.WTH.168_P3_C,0.027,,AC,A.C.453,,DONE,8,,dead,,,,,,,,,
cool,12/19/2025,F,F7.COOL.CTRL_P6_C,0.0311,,CAC,C.A.C.454,,60,,,dead,,,,,,,,,
cool,12/19/2025,F,HOT.WTH.130_P2_C,0.0355,HOT.BLG.15_P4_C,HC,H.C.455,,DONE,18,,,6,0,6,DONE,9311,,,,
warm,12/21/2025,F,HOT.GLF.5_P3_W,0.0248,,HW,H.W.456,,DONE,16,,dead,,,,,,,,,
warm,12/21/2025,F,WARM.GLF.5_P4_W,0.0263,,WW,W.W.457,,DONE,16,,dead,,,,,,,,,
warm,12/21/2025,M,WARM.WTH.103_P8_W,,WARM.WTH.64_P3_W,WW,W.W.368,,DONE,16,,,,,,,,,,,
warm,12/21/2025,M,COOL.WTH.94_P1_W,,,CW,,,DONE,16,,dead,,,,,,,,,
